model,method,layer,layer_idx,metric_type,metric,Di,Do
t5-base,identity,transformer.encoder.block.0.layer.1.DenseReluDense.wi.weight,4,inv_l2_error,4.43430233001709,768,3072
t5-base,identity,transformer.encoder.block.0.layer.1.DenseReluDense.wi.weight,4,rel_l2_error,0.9961879849433899,768,3072
t5-base,identity,transformer.encoder.block.0.layer.1.DenseReluDense.wi.weight,4,inv_rel_l2_error,0.7666451334953308,768,3072
t5-base,actmat,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,rm_loss,48599.609375,3072,768
t5-base,actmat,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,angular_rm_loss,0.6448844075202942,3072,768
t5-base,actmat,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,cosine_similarity,0.2849160134792328,3072,768
t5-base,actmat,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,inv_cosine_similarity,0.42039328813552856,3072,768
t5-base,actmat,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,l2_error,10018.341796875,3072,768
t5-base,actmat,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,inv_l2_error,6586.40185546875,3072,768
t5-base,actmat,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,rel_l2_error,0.9999630451202393,3072,768
t5-base,actmat,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,inv_rel_l2_error,3841.426025390625,3072,768
t5-base,actmat-identity-inv,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,rm_loss,17818.84375,3072,768
t5-base,actmat-identity-inv,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,angular_rm_loss,0.4863889813423157,3072,768
t5-base,actmat-identity-inv,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,cosine_similarity,0.2849160134792328,3072,768
t5-base,actmat-identity-inv,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,inv_cosine_similarity,0.7776554226875305,3072,768
t5-base,actmat-identity-inv,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,l2_error,10018.341796875,3072,768
t5-base,actmat-identity-inv,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,inv_l2_error,6.6722493171691895,3072,768
t5-base,actmat-identity-inv,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,rel_l2_error,0.9999630451202393,3072,768
t5-base,actmat-identity-inv,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,inv_rel_l2_error,3.8914954662323,3072,768
t5-base,regmean,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,rm_loss,6051.66796875,3072,768
t5-base,regmean,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,angular_rm_loss,0.1443045437335968,3072,768
t5-base,regmean,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,cosine_similarity,1.0,3072,768
t5-base,regmean,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,inv_cosine_similarity,1.0,3072,768
t5-base,regmean,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,l2_error,0.0,3072,768
t5-base,regmean,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,inv_l2_error,0.0,3072,768
t5-base,regmean,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,rel_l2_error,0.0,3072,768
t5-base,regmean,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,inv_rel_l2_error,0.0,3072,768
t5-base,identity,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,rm_loss,16076.498046875,3072,768
t5-base,identity,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,angular_rm_loss,0.42203155159950256,3072,768
t5-base,identity,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,cosine_similarity,0.12751762568950653,3072,768
t5-base,identity,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,inv_cosine_similarity,0.7776554226875305,3072,768
t5-base,identity,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,l2_error,10011.7802734375,3072,768
t5-base,identity,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,inv_l2_error,6.6722493171691895,3072,768
t5-base,identity,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,rel_l2_error,0.9992653131484985,3072,768
t5-base,identity,transformer.encoder.block.0.layer.1.DenseReluDense.wo.weight,5,inv_rel_l2_error,3.8914954662323,3072,768
t5-base,actmat,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,rm_loss,52.216217041015625,768,768
t5-base,actmat,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,angular_rm_loss,0.41592609882354736,768,768
t5-base,actmat,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,cosine_similarity,0.44159042835235596,768,768
t5-base,actmat,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,inv_cosine_similarity,0.6744087338447571,768,768
t5-base,actmat,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,l2_error,99.68169403076172,768,768
t5-base,actmat,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,inv_l2_error,41486.6796875,768,768
t5-base,actmat,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,rel_l2_error,0.9992109537124634,768,768
t5-base,actmat,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,inv_rel_l2_error,886.6602172851562,768,768
t5-base,actmat-identity-inv,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,rm_loss,49.525733947753906,768,768
t5-base,actmat-identity-inv,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,angular_rm_loss,0.5442778468132019,768,768
t5-base,actmat-identity-inv,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,cosine_similarity,0.44159042835235596,768,768
t5-base,actmat-identity-inv,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,inv_cosine_similarity,0.4798656404018402,768,768
t5-base,actmat-identity-inv,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,l2_error,99.68169403076172,768,768
t5-base,actmat-identity-inv,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,inv_l2_error,45.02423095703125,768,768
t5-base,actmat-identity-inv,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,rel_l2_error,0.9992109537124634,768,768
t5-base,actmat-identity-inv,transformer.encoder.block.1.layer.0.SelfAttention.q.weight,6,inv_rel_l2_error,0.9622653126716614,768,768
