dataset,layer_name,cosine_similarity,type,mode
Cars,0_attn_q,0.5594491362571716,cross,true
Cars,0_attn_q,0.06244692578911781,cross,ctrl
Cars,0_attn_q,0.45026731491088867,corr,true
Cars,0_attn_q,0.1097935363650322,corr,ctrl
Cars,3_attn_v,0.9426543712615967,cross,true
Cars,3_attn_v,0.06661957502365112,cross,ctrl
Cars,3_attn_v,0.7699641585350037,corr,true
Cars,3_attn_v,0.07894477993249893,corr,ctrl
Cars,6_mlp_c_proj,0.9597166776657104,cross,true
Cars,6_mlp_c_proj,0.025037944316864014,cross,ctrl
Cars,6_mlp_c_proj,0.9501268863677979,corr,true
Cars,6_mlp_c_proj,0.04861075431108475,corr,ctrl
Cars,10_attn_k,0.852838397026062,cross,true
Cars,10_attn_k,0.11920453608036041,cross,ctrl
Cars,10_attn_k,0.7436824440956116,corr,true
Cars,10_attn_k,0.1470414698123932,corr,ctrl
Cars,13_mlp_c_fc,0.9912616014480591,cross,true
Cars,13_mlp_c_fc,0.042879633605480194,cross,ctrl
Cars,13_mlp_c_fc,0.7927955985069275,corr,true
Cars,13_mlp_c_fc,0.05614657700061798,corr,ctrl
Cars,17_attn_q,0.9409852623939514,cross,true
Cars,17_attn_q,0.048328034579753876,cross,ctrl
Cars,17_attn_q,0.5289933085441589,corr,true
Cars,17_attn_q,0.06356258690357208,corr,ctrl
Cars,20_attn_o,0.9425972700119019,cross,true
Cars,20_attn_o,0.04816446080803871,cross,ctrl
Cars,20_attn_o,0.505693793296814,corr,true
Cars,20_attn_o,0.07250311970710754,corr,ctrl
Cars,23_mlp_c_proj,0.9639584422111511,cross,true
Cars,23_mlp_c_proj,0.015682369470596313,cross,ctrl
Cars,23_mlp_c_proj,0.3126294016838074,corr,true
Cars,23_mlp_c_proj,0.01894492655992508,corr,ctrl
DTD,0_attn_q,0.3247881233692169,cross,true
DTD,0_attn_q,0.05581584572792053,cross,ctrl
DTD,0_attn_q,0.5924674272537231,corr,true
DTD,0_attn_q,0.1721666008234024,corr,ctrl
DTD,3_attn_v,0.9763332009315491,cross,true
DTD,3_attn_v,0.06061528995633125,cross,ctrl
DTD,3_attn_v,0.5865910649299622,corr,true
DTD,3_attn_v,0.06710941344499588,corr,ctrl
DTD,6_mlp_c_proj,0.9891452193260193,cross,true
DTD,6_mlp_c_proj,0.030066972598433495,cross,ctrl
DTD,6_mlp_c_proj,0.9835084676742554,corr,true
DTD,6_mlp_c_proj,0.033775340765714645,corr,ctrl
DTD,10_attn_k,0.9266664981842041,cross,true
DTD,10_attn_k,0.07066161930561066,cross,ctrl
DTD,10_attn_k,0.5488352179527283,corr,true
DTD,10_attn_k,0.1036890298128128,corr,ctrl
DTD,13_mlp_c_fc,0.9871099591255188,cross,true
DTD,13_mlp_c_fc,0.07251632213592529,cross,ctrl
DTD,13_mlp_c_fc,0.894849419593811,corr,true
DTD,13_mlp_c_fc,0.07331965118646622,corr,ctrl
DTD,17_attn_q,0.6772727370262146,cross,true
DTD,17_attn_q,0.06630832701921463,cross,ctrl
DTD,17_attn_q,0.6902165412902832,corr,true
DTD,17_attn_q,0.09611526131629944,corr,ctrl
DTD,20_attn_o,0.8952401280403137,cross,true
DTD,20_attn_o,0.10886219888925552,cross,ctrl
DTD,20_attn_o,0.6603835225105286,corr,true
DTD,20_attn_o,0.1485905945301056,corr,ctrl
DTD,23_mlp_c_proj,0.9782770872116089,cross,true
DTD,23_mlp_c_proj,0.01686941087245941,cross,ctrl
DTD,23_mlp_c_proj,0.5650379061698914,corr,true
DTD,23_mlp_c_proj,0.022860830649733543,corr,ctrl
EuroSAT,0_attn_q,0.5466223955154419,cross,true
EuroSAT,0_attn_q,0.0404202938079834,cross,ctrl
EuroSAT,0_attn_q,0.6208181977272034,corr,true
EuroSAT,0_attn_q,0.0713234469294548,corr,ctrl
EuroSAT,3_attn_v,0.9203092455863953,cross,true
EuroSAT,3_attn_v,0.04482732340693474,cross,ctrl
EuroSAT,3_attn_v,0.7839062809944153,corr,true
EuroSAT,3_attn_v,0.06504199653863907,corr,ctrl
EuroSAT,6_mlp_c_proj,0.991367518901825,cross,true
EuroSAT,6_mlp_c_proj,0.018266640603542328,cross,ctrl
EuroSAT,6_mlp_c_proj,0.9658016562461853,corr,true
EuroSAT,6_mlp_c_proj,0.025170618668198586,corr,ctrl
EuroSAT,10_attn_k,0.9213007688522339,cross,true
EuroSAT,10_attn_k,0.06616217643022537,cross,ctrl
EuroSAT,10_attn_k,0.5589038133621216,corr,true
EuroSAT,10_attn_k,0.10190354287624359,corr,ctrl
EuroSAT,13_mlp_c_fc,0.9678568243980408,cross,true
EuroSAT,13_mlp_c_fc,0.039993755519390106,cross,ctrl
EuroSAT,13_mlp_c_fc,0.8323521614074707,corr,true
EuroSAT,13_mlp_c_fc,0.05423007160425186,corr,ctrl
EuroSAT,17_attn_q,0.8558049201965332,cross,true
EuroSAT,17_attn_q,0.05026577040553093,cross,ctrl
EuroSAT,17_attn_q,0.5103909373283386,corr,true
EuroSAT,17_attn_q,0.06370756030082703,corr,ctrl
EuroSAT,20_attn_o,0.9026018381118774,cross,true
EuroSAT,20_attn_o,0.05931630730628967,cross,ctrl
EuroSAT,20_attn_o,0.6943120956420898,corr,true
EuroSAT,20_attn_o,0.08819998800754547,corr,ctrl
EuroSAT,23_mlp_c_proj,0.9824383854866028,cross,true
EuroSAT,23_mlp_c_proj,0.013460884802043438,cross,ctrl
EuroSAT,23_mlp_c_proj,0.5323701500892639,corr,true
EuroSAT,23_mlp_c_proj,0.016106100752949715,corr,ctrl
GTSRB,0_attn_q,0.5529102087020874,cross,true
GTSRB,0_attn_q,0.03337860479950905,cross,ctrl
GTSRB,0_attn_q,0.7226195335388184,corr,true
GTSRB,0_attn_q,0.07504815608263016,corr,ctrl
