dataset,layer_name,layer_idx,angular_distance,type
Cars,model.visual.transformer.resblocks.1.mlp.c_fc,10,0.4465237557888031,tot
Cars,model.visual.transformer.resblocks.1.mlp.c_fc,10,-0.1106991171836853,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.1.mlp.c_fc,10,-0.040591076016426086,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.1.mlp.c_proj,11,0.08487934619188309,cross
Cars,model.visual.transformer.resblocks.1.mlp.c_proj,11,0.08561017364263535,corr
Cars,model.visual.transformer.resblocks.1.mlp.c_proj,11,0.023187654092907906,drift
Cars,model.visual.transformer.resblocks.1.mlp.c_proj,11,0.07917748391628265,tot
Cars,model.visual.transformer.resblocks.1.mlp.c_proj,11,-0.10125596821308136,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.1.mlp.c_proj,11,-0.013243721798062325,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.2.attn.q,12,0.23959848284721375,cross
Cars,model.visual.transformer.resblocks.2.attn.q,12,0.16342054307460785,corr
Cars,model.visual.transformer.resblocks.2.attn.q,12,0.03220335766673088,drift
Cars,model.visual.transformer.resblocks.2.attn.q,12,0.3129693567752838,tot
Cars,model.visual.transformer.resblocks.2.attn.q,12,-0.0937168151140213,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.2.attn.q,12,-0.02853621169924736,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.2.attn.k,13,0.11377114057540894,cross
Cars,model.visual.transformer.resblocks.2.attn.k,13,0.3041107654571533,corr
Cars,model.visual.transformer.resblocks.2.attn.k,13,0.032024212181568146,drift
Cars,model.visual.transformer.resblocks.2.attn.k,13,0.3613934814929962,tot
Cars,model.visual.transformer.resblocks.2.attn.k,13,-0.05871528387069702,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.2.attn.k,13,-0.029797352850437164,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.2.attn.v,14,0.056971874088048935,cross
Cars,model.visual.transformer.resblocks.2.attn.v,14,0.3711666464805603,corr
Cars,model.visual.transformer.resblocks.2.attn.v,14,0.03199000284075737,drift
Cars,model.visual.transformer.resblocks.2.attn.v,14,0.36684444546699524,tot
Cars,model.visual.transformer.resblocks.2.attn.v,14,-0.06292760372161865,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.2.attn.v,14,-0.030356477946043015,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.2.attn.o,15,0.1660545915365219,cross
Cars,model.visual.transformer.resblocks.2.attn.o,15,0.1980380117893219,corr
Cars,model.visual.transformer.resblocks.2.attn.o,15,0.05377289652824402,drift
Cars,model.visual.transformer.resblocks.2.attn.o,15,0.2154066115617752,tot
Cars,model.visual.transformer.resblocks.2.attn.o,15,-0.15268075466156006,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.2.attn.o,15,-0.049778133630752563,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.2.mlp.c_fc,16,0.08581514656543732,cross
Cars,model.visual.transformer.resblocks.2.mlp.c_fc,16,0.31355491280555725,corr
Cars,model.visual.transformer.resblocks.2.mlp.c_fc,16,0.045823290944099426,drift
Cars,model.visual.transformer.resblocks.2.mlp.c_fc,16,0.3692295551300049,tot
Cars,model.visual.transformer.resblocks.2.mlp.c_fc,16,-0.036882996559143066,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.2.mlp.c_fc,16,-0.03908078372478485,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.2.mlp.c_proj,17,0.06328505277633667,cross
Cars,model.visual.transformer.resblocks.2.mlp.c_proj,17,0.098943330347538,corr
Cars,model.visual.transformer.resblocks.2.mlp.c_proj,17,0.030778825283050537,drift
Cars,model.visual.transformer.resblocks.2.mlp.c_proj,17,0.10767006874084473,tot
Cars,model.visual.transformer.resblocks.2.mlp.c_proj,17,-0.06929346174001694,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.2.mlp.c_proj,17,-0.016043677926063538,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.3.attn.q,18,0.2770472764968872,cross
Cars,model.visual.transformer.resblocks.3.attn.q,18,0.18743285536766052,corr
Cars,model.visual.transformer.resblocks.3.attn.q,18,0.042671047151088715,drift
Cars,model.visual.transformer.resblocks.3.attn.q,18,0.3339214026927948,tot
Cars,model.visual.transformer.resblocks.3.attn.q,18,-0.13767507672309875,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.3.attn.q,18,-0.03555469959974289,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.3.attn.k,19,0.09256387501955032,cross
Cars,model.visual.transformer.resblocks.3.attn.k,19,0.33046361804008484,corr
Cars,model.visual.transformer.resblocks.3.attn.k,19,0.04250563308596611,drift
Cars,model.visual.transformer.resblocks.3.attn.k,19,0.34940385818481445,tot
Cars,model.visual.transformer.resblocks.3.attn.k,19,-0.07874161005020142,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.3.attn.k,19,-0.037387650460004807,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.3.attn.v,20,0.057233553379774094,cross
Cars,model.visual.transformer.resblocks.3.attn.v,20,0.3592694103717804,corr
Cars,model.visual.transformer.resblocks.3.attn.v,20,0.042312104254961014,drift
Cars,model.visual.transformer.resblocks.3.attn.v,20,0.3424282968044281,tot
Cars,model.visual.transformer.resblocks.3.attn.v,20,-0.07859551906585693,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.3.attn.v,20,-0.03779124096035957,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.3.attn.o,21,0.19353996217250824,cross
Cars,model.visual.transformer.resblocks.3.attn.o,21,0.24732032418251038,corr
Cars,model.visual.transformer.resblocks.3.attn.o,21,0.06104438379406929,drift
Cars,model.visual.transformer.resblocks.3.attn.o,21,0.28661128878593445,tot
Cars,model.visual.transformer.resblocks.3.attn.o,21,-0.15771900117397308,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.3.attn.o,21,-0.057574380189180374,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.3.mlp.c_fc,22,0.06020079180598259,cross
Cars,model.visual.transformer.resblocks.3.mlp.c_fc,22,0.27601373195648193,corr
