dataset,layer_name,cosine_similarity,type,mode
Cars,0_attn_q,0.6651663780212402,cross,true
Cars,0_attn_q,0.06762753427028656,cross,ctrl
Cars,0_attn_q,0.4858633875846863,corr,true
Cars,0_attn_q,0.10820186883211136,corr,ctrl
Cars,3_attn_v,0.9545243382453918,cross,true
Cars,3_attn_v,0.07336758822202682,cross,ctrl
Cars,3_attn_v,0.7849757075309753,corr,true
Cars,3_attn_v,0.08113545179367065,corr,ctrl
Cars,6_mlp_c_proj,0.9543282389640808,cross,true
Cars,6_mlp_c_proj,0.023897813633084297,cross,ctrl
Cars,6_mlp_c_proj,0.9651905298233032,corr,true
Cars,6_mlp_c_proj,0.05209758132696152,corr,ctrl
Cars,10_attn_k,0.8115677833557129,cross,true
Cars,10_attn_k,0.11095289885997772,cross,ctrl
Cars,10_attn_k,0.6428004503250122,corr,true
Cars,10_attn_k,0.13106496632099152,corr,ctrl
Cars,13_mlp_c_fc,0.98275226354599,cross,true
Cars,13_mlp_c_fc,0.03689579293131828,cross,ctrl
Cars,13_mlp_c_fc,0.8180696368217468,corr,true
Cars,13_mlp_c_fc,0.05681895464658737,corr,ctrl
Cars,17_attn_q,0.9310085773468018,cross,true
Cars,17_attn_q,0.04689435660839081,cross,ctrl
Cars,17_attn_q,0.5482162237167358,corr,true
Cars,17_attn_q,0.06664062291383743,corr,ctrl
Cars,20_attn_o,0.9322577118873596,cross,true
Cars,20_attn_o,0.07469911873340607,cross,ctrl
Cars,20_attn_o,0.5238909721374512,corr,true
Cars,20_attn_o,0.09450793266296387,corr,ctrl
Cars,23_mlp_c_proj,0.9798964262008667,cross,true
Cars,23_mlp_c_proj,0.01785016991198063,cross,ctrl
Cars,23_mlp_c_proj,0.3439127802848816,corr,true
Cars,23_mlp_c_proj,0.021153073757886887,corr,ctrl
DTD,0_attn_q,0.44774097204208374,cross,true
DTD,0_attn_q,0.05319180712103844,cross,ctrl
DTD,0_attn_q,0.34509971737861633,corr,true
DTD,0_attn_q,0.10603024065494537,corr,ctrl
DTD,3_attn_v,0.9670327305793762,cross,true
DTD,3_attn_v,0.0589158721268177,cross,ctrl
DTD,3_attn_v,0.6166625022888184,corr,true
DTD,3_attn_v,0.07080872356891632,corr,ctrl
DTD,6_mlp_c_proj,0.9818816184997559,cross,true
DTD,6_mlp_c_proj,0.031483136117458344,cross,ctrl
DTD,6_mlp_c_proj,0.9867989420890808,corr,true
DTD,6_mlp_c_proj,0.03628285229206085,corr,ctrl
DTD,10_attn_k,0.9209595918655396,cross,true
DTD,10_attn_k,0.08348336070775986,cross,ctrl
DTD,10_attn_k,0.583400309085846,corr,true
DTD,10_attn_k,0.10959075391292572,corr,ctrl
DTD,13_mlp_c_fc,0.988586962223053,cross,true
DTD,13_mlp_c_fc,0.06777092069387436,cross,ctrl
DTD,13_mlp_c_fc,0.9155845046043396,corr,true
DTD,13_mlp_c_fc,0.07681376487016678,corr,ctrl
DTD,17_attn_q,0.7155740261077881,cross,true
DTD,17_attn_q,0.06553937494754791,cross,ctrl
DTD,17_attn_q,0.6790456175804138,corr,true
DTD,17_attn_q,0.09933675080537796,corr,ctrl
DTD,20_attn_o,0.8964011073112488,cross,true
DTD,20_attn_o,0.10480137914419174,cross,ctrl
DTD,20_attn_o,0.6651571989059448,corr,true
DTD,20_attn_o,0.16037558019161224,corr,ctrl
DTD,23_mlp_c_proj,0.9829347729682922,cross,true
DTD,23_mlp_c_proj,0.016194220632314682,cross,ctrl
DTD,23_mlp_c_proj,0.559966504573822,corr,true
DTD,23_mlp_c_proj,0.022778524085879326,corr,ctrl
EuroSAT,0_attn_q,0.5007332563400269,cross,true
EuroSAT,0_attn_q,0.03653419017791748,cross,ctrl
EuroSAT,0_attn_q,0.6243425011634827,corr,true
EuroSAT,0_attn_q,0.07156573981046677,corr,ctrl
EuroSAT,3_attn_v,0.9028375148773193,cross,true
EuroSAT,3_attn_v,0.044794779270887375,cross,ctrl
EuroSAT,3_attn_v,0.7871811389923096,corr,true
EuroSAT,3_attn_v,0.06526915729045868,corr,ctrl
EuroSAT,6_mlp_c_proj,0.9855117201805115,cross,true
EuroSAT,6_mlp_c_proj,0.01822735369205475,cross,ctrl
EuroSAT,6_mlp_c_proj,0.9643770456314087,corr,true
EuroSAT,6_mlp_c_proj,0.026083944365382195,corr,ctrl
EuroSAT,10_attn_k,0.8988690972328186,cross,true
EuroSAT,10_attn_k,0.06061701849102974,cross,ctrl
EuroSAT,10_attn_k,0.5516183972358704,corr,true
EuroSAT,10_attn_k,0.0967998132109642,corr,ctrl
EuroSAT,13_mlp_c_fc,0.9636461138725281,cross,true
EuroSAT,13_mlp_c_fc,0.044305358082056046,cross,ctrl
EuroSAT,13_mlp_c_fc,0.8313785791397095,corr,true
EuroSAT,13_mlp_c_fc,0.05307835713028908,corr,ctrl
EuroSAT,17_attn_q,0.8865018486976624,cross,true
EuroSAT,17_attn_q,0.045359063893556595,cross,ctrl
EuroSAT,17_attn_q,0.4801301956176758,corr,true
EuroSAT,17_attn_q,0.06433551013469696,corr,ctrl
EuroSAT,20_attn_o,0.8838236927986145,cross,true
EuroSAT,20_attn_o,0.06193094328045845,cross,ctrl
EuroSAT,20_attn_o,0.6977756023406982,corr,true
EuroSAT,20_attn_o,0.09355363249778748,corr,ctrl
EuroSAT,23_mlp_c_proj,0.9701045155525208,cross,true
EuroSAT,23_mlp_c_proj,0.014124184846878052,cross,ctrl
EuroSAT,23_mlp_c_proj,0.5321584343910217,corr,true
EuroSAT,23_mlp_c_proj,0.01667439006268978,corr,ctrl
GTSRB,0_attn_q,0.535409152507782,cross,true
GTSRB,0_attn_q,0.04932507872581482,cross,ctrl
GTSRB,0_attn_q,0.6417361497879028,corr,true
GTSRB,0_attn_q,0.08081702888011932,corr,ctrl
GTSRB,3_attn_v,0.9328328967094421,cross,true
GTSRB,3_attn_v,0.05648237466812134,cross,ctrl
GTSRB,3_attn_v,0.8217368125915527,corr,true
GTSRB,3_attn_v,0.07002252340316772,corr,ctrl
GTSRB,6_mlp_c_proj,0.9907559156417847,cross,true
GTSRB,6_mlp_c_proj,0.02016826905310154,cross,ctrl
GTSRB,6_mlp_c_proj,0.9421088099479675,corr,true
GTSRB,6_mlp_c_proj,0.025831101462244987,corr,ctrl
GTSRB,10_attn_k,0.9000105261802673,cross,true
GTSRB,10_attn_k,0.07571237534284592,cross,ctrl
GTSRB,10_attn_k,0.5135689973831177,corr,true
GTSRB,10_attn_k,0.09316612780094147,corr,ctrl
GTSRB,13_mlp_c_fc,0.9740892648696899,cross,true
GTSRB,13_mlp_c_fc,0.050601016730070114,cross,ctrl
GTSRB,13_mlp_c_fc,0.627246618270874,corr,true
GTSRB,13_mlp_c_fc,0.06389761716127396,corr,ctrl
GTSRB,17_attn_q,0.802391529083252,cross,true
GTSRB,17_attn_q,0.0354008823633194,cross,ctrl
GTSRB,17_attn_q,0.5018171072006226,corr,true
GTSRB,17_attn_q,0.06130671128630638,corr,ctrl
GTSRB,20_attn_o,0.9636648893356323,cross,true
GTSRB,20_attn_o,0.046850237995386124,cross,ctrl
GTSRB,20_attn_o,0.6899126172065735,corr,true
GTSRB,20_attn_o,0.06970743834972382,corr,ctrl
GTSRB,23_mlp_c_proj,0.9911978840827942,cross,true
GTSRB,23_mlp_c_proj,0.012809058651328087,cross,ctrl
GTSRB,23_mlp_c_proj,0.5688895583152771,corr,true
GTSRB,23_mlp_c_proj,0.016203993931412697,corr,ctrl
MNIST,0_attn_q,0.7265803813934326,cross,true
MNIST,0_attn_q,0.030740760266780853,cross,ctrl
MNIST,0_attn_q,0.6545723080635071,corr,true
MNIST,0_attn_q,0.06579425930976868,corr,ctrl
MNIST,3_attn_v,0.9380837082862854,cross,true
MNIST,3_attn_v,0.046110447496175766,cross,ctrl
MNIST,3_attn_v,0.6887478232383728,corr,true
MNIST,3_attn_v,0.06159359589219093,corr,ctrl
MNIST,6_mlp_c_proj,0.9905142784118652,cross,true
MNIST,6_mlp_c_proj,0.016997069120407104,cross,ctrl
MNIST,6_mlp_c_proj,0.8137918710708618,corr,true
MNIST,6_mlp_c_proj,0.0205569826066494,corr,ctrl
MNIST,10_attn_k,0.8260791897773743,cross,true
MNIST,10_attn_k,0.055928777903318405,cross,ctrl
MNIST,10_attn_k,0.5264579057693481,corr,true
MNIST,10_attn_k,0.09215454012155533,corr,ctrl
MNIST,13_mlp_c_fc,0.9856690168380737,cross,true
MNIST,13_mlp_c_fc,0.03468938171863556,cross,ctrl
MNIST,13_mlp_c_fc,0.6017501950263977,corr,true
MNIST,13_mlp_c_fc,0.045916907489299774,corr,ctrl
MNIST,17_attn_q,0.8840422034263611,cross,true
MNIST,17_attn_q,0.028638796880841255,cross,ctrl
MNIST,17_attn_q,0.39309805631637573,corr,true
MNIST,17_attn_q,0.04632086679339409,corr,ctrl
MNIST,20_attn_o,0.9488318562507629,cross,true
MNIST,20_attn_o,0.03402211517095566,cross,ctrl
MNIST,20_attn_o,0.614466667175293,corr,true
MNIST,20_attn_o,0.05202657729387283,corr,ctrl
MNIST,23_mlp_c_proj,0.9604151248931885,cross,true
MNIST,23_mlp_c_proj,0.01398532371968031,cross,ctrl
MNIST,23_mlp_c_proj,0.4578211009502411,corr,true
MNIST,23_mlp_c_proj,0.014285653829574585,corr,ctrl
RESISC45,0_attn_q,0.5588091015815735,cross,true
RESISC45,0_attn_q,0.05136813968420029,cross,ctrl
RESISC45,0_attn_q,0.6558722257614136,corr,true
RESISC45,0_attn_q,0.11996831744909286,corr,ctrl
