dataset,layer_name,layer_idx,angular_distance,type
qasc,transformer.encoder.block.3.layer.0.SelfAttention.q,18,-0.16036665439605713,$\delta_\text{gsc}$
qasc,transformer.encoder.block.3.layer.0.SelfAttention.q,18,-0.49716439843177795,$\delta_\text{ssc}$
qasc,transformer.encoder.block.3.layer.0.SelfAttention.k,19,0.3146889805793762,cross
qasc,transformer.encoder.block.3.layer.0.SelfAttention.k,19,0.4272329807281494,corr
qasc,transformer.encoder.block.3.layer.0.SelfAttention.k,19,0.38415801525115967,drift
qasc,transformer.encoder.block.3.layer.0.SelfAttention.k,19,0.3756580352783203,tot
qasc,transformer.encoder.block.3.layer.0.SelfAttention.k,19,-0.25553250312805176,$\delta_\text{gsc}$
qasc,transformer.encoder.block.3.layer.0.SelfAttention.k,19,-0.49488943815231323,$\delta_\text{ssc}$
qasc,transformer.encoder.block.3.layer.0.SelfAttention.v,20,0.22583231329917908,cross
qasc,transformer.encoder.block.3.layer.0.SelfAttention.v,20,0.4542657136917114,corr
qasc,transformer.encoder.block.3.layer.0.SelfAttention.v,20,0.3853272497653961,drift
qasc,transformer.encoder.block.3.layer.0.SelfAttention.v,20,0.32058995962142944,tot
qasc,transformer.encoder.block.3.layer.0.SelfAttention.v,20,-0.2997351288795471,$\delta_\text{gsc}$
qasc,transformer.encoder.block.3.layer.0.SelfAttention.v,20,-0.44510018825531006,$\delta_\text{ssc}$
qasc,transformer.encoder.block.3.layer.0.SelfAttention.o,21,0.22990068793296814,cross
qasc,transformer.encoder.block.3.layer.0.SelfAttention.o,21,0.27225741744041443,corr
qasc,transformer.encoder.block.3.layer.0.SelfAttention.o,21,0.24299581348896027,drift
qasc,transformer.encoder.block.3.layer.0.SelfAttention.o,21,0.3667988181114197,tot
qasc,transformer.encoder.block.3.layer.0.SelfAttention.o,21,-0.16046518087387085,$\delta_\text{gsc}$
qasc,transformer.encoder.block.3.layer.0.SelfAttention.o,21,-0.2178899198770523,$\delta_\text{ssc}$
qasc,transformer.encoder.block.3.layer.1.DenseReluDense.wi,22,0.2000560462474823,cross
qasc,transformer.encoder.block.3.layer.1.DenseReluDense.wi,22,0.2550484538078308,corr
qasc,transformer.encoder.block.3.layer.1.DenseReluDense.wi,22,0.2099519819021225,drift
qasc,transformer.encoder.block.3.layer.1.DenseReluDense.wi,22,0.35937875509262085,tot
qasc,transformer.encoder.block.3.layer.1.DenseReluDense.wi,22,-0.04229941964149475,$\delta_\text{gsc}$
qasc,transformer.encoder.block.3.layer.1.DenseReluDense.wi,22,-0.2633783221244812,$\delta_\text{ssc}$
