dataset,layer_name,step,cosine_similarity,type
Cars,image_encoder.model.visual.transformer.resblocks.9.attn,1600,0.9942979216575623,cross
Cars,image_encoder.model.visual.transformer.resblocks.9.mlp.c_fc,1600,0.9931241869926453,cross
Cars,image_encoder.model.visual.transformer.resblocks.9.mlp.c_proj,1600,0.9871867299079895,cross
Cars,image_encoder.model.visual.transformer.resblocks.10.attn.q,1600,0.9950176477432251,cross
Cars,image_encoder.model.visual.transformer.resblocks.10.attn.k,1600,0.9950176477432251,cross
Cars,image_encoder.model.visual.transformer.resblocks.10.attn.v,1600,0.9950176477432251,cross
Cars,image_encoder.model.visual.transformer.resblocks.10.attn.o,1600,0.9701396226882935,cross
Cars,image_encoder.model.visual.transformer.resblocks.10.attn,1600,0.9950176477432251,cross
Cars,image_encoder.model.visual.transformer.resblocks.10.mlp.c_fc,1600,0.9951793551445007,cross
Cars,image_encoder.model.visual.transformer.resblocks.10.mlp.c_proj,1600,0.9939078688621521,cross
Cars,image_encoder.model.visual.transformer.resblocks.11.attn.q,1600,0.9984048008918762,cross
Cars,image_encoder.model.visual.transformer.resblocks.11.attn.k,1600,0.9984048008918762,cross
Cars,image_encoder.model.visual.transformer.resblocks.11.attn.v,1600,0.9984048008918762,cross
Cars,image_encoder.model.visual.transformer.resblocks.11.attn.o,1600,0.9836059212684631,cross
Cars,image_encoder.model.visual.transformer.resblocks.11.attn,1600,0.9984048008918762,cross
Cars,image_encoder.model.visual.transformer.resblocks.11.mlp.c_fc,1600,0.9984458088874817,cross
Cars,image_encoder.model.visual.transformer.resblocks.11.mlp.c_proj,1600,0.9992959499359131,cross
Cars,image_encoder.model.visual.transformer.resblocks.0.attn.q,1400,0.9529236555099487,cross
Cars,image_encoder.model.visual.transformer.resblocks.0.attn.k,1400,0.9529236555099487,cross
Cars,image_encoder.model.visual.transformer.resblocks.0.attn.v,1400,0.9529236555099487,cross
Cars,image_encoder.model.visual.transformer.resblocks.0.attn.o,1400,0.9302440285682678,cross
Cars,image_encoder.model.visual.transformer.resblocks.0.attn,1400,0.9529236555099487,cross
Cars,image_encoder.model.visual.transformer.resblocks.0.mlp.c_fc,1400,0.9951472282409668,cross
Cars,image_encoder.model.visual.transformer.resblocks.0.mlp.c_proj,1400,0.9991092681884766,cross
Cars,image_encoder.model.visual.transformer.resblocks.1.attn.q,1400,0.964773952960968,cross
Cars,image_encoder.model.visual.transformer.resblocks.1.attn.k,1400,0.964773952960968,cross
Cars,image_encoder.model.visual.transformer.resblocks.1.attn.v,1400,0.964773952960968,cross
Cars,image_encoder.model.visual.transformer.resblocks.1.attn.o,1400,0.894361138343811,cross
Cars,image_encoder.model.visual.transformer.resblocks.1.attn,1400,0.964773952960968,cross
Cars,image_encoder.model.visual.transformer.resblocks.1.mlp.c_fc,1400,0.9906702637672424,cross
Cars,image_encoder.model.visual.transformer.resblocks.1.mlp.c_proj,1400,0.9979265928268433,cross
Cars,image_encoder.model.visual.transformer.resblocks.2.attn.q,1400,0.9928870797157288,cross
Cars,image_encoder.model.visual.transformer.resblocks.2.attn.k,1400,0.9928870797157288,cross
Cars,image_encoder.model.visual.transformer.resblocks.2.attn.v,1400,0.9928870797157288,cross
Cars,image_encoder.model.visual.transformer.resblocks.2.attn.o,1400,0.9783519506454468,cross
Cars,image_encoder.model.visual.transformer.resblocks.2.attn,1400,0.9928870797157288,cross
Cars,image_encoder.model.visual.transformer.resblocks.2.mlp.c_fc,1400,0.9933288097381592,cross
Cars,image_encoder.model.visual.transformer.resblocks.2.mlp.c_proj,1400,0.9961062073707581,cross
Cars,image_encoder.model.visual.transformer.resblocks.3.attn.q,1400,0.9882811903953552,cross
Cars,image_encoder.model.visual.transformer.resblocks.3.attn.k,1400,0.9882811903953552,cross
Cars,image_encoder.model.visual.transformer.resblocks.3.attn.v,1400,0.9882811903953552,cross
Cars,image_encoder.model.visual.transformer.resblocks.3.attn.o,1400,0.961610734462738,cross
Cars,image_encoder.model.visual.transformer.resblocks.3.attn,1400,0.9882811903953552,cross
Cars,image_encoder.model.visual.transformer.resblocks.3.mlp.c_fc,1400,0.9856221675872803,cross
Cars,image_encoder.model.visual.transformer.resblocks.3.mlp.c_proj,1400,0.989566445350647,cross
Cars,image_encoder.model.visual.transformer.resblocks.4.attn.q,1400,0.9884490966796875,cross
Cars,image_encoder.model.visual.transformer.resblocks.4.attn.k,1400,0.9884490966796875,cross
Cars,image_encoder.model.visual.transformer.resblocks.4.attn.v,1400,0.9884490966796875,cross
