subset_id,method,task,size,retained,zs,relres
m8_20,actmat,Flowers102,8,0.8181489515545916,0.6631972678484307,0.2385430078379184
m8_20,actmat,KMNIST,8,0.9562392121027515,0.0977,0.0484774346267101
m8_20,actmat,RESISC45,8,0.8853545394300861,0.6022222222222222,0.1238254879939005
m8_17,actmat,CIFAR100,8,0.8287255563047876,0.642,0.1428824837135579
m8_17,actmat,Cars,8,0.9046420141620771,0.5964432284541724,0.0840809032810163
m8_17,actmat,DTD,8,0.9037940379403795,0.4441489361702128,0.1550784886506806
m8_17,actmat,EMNIST,8,0.9948638288277003,0.171975,0.0268311601609079
m8_17,actmat,Flowers102,8,0.8109182935647145,0.6631972678484307,0.2676919779380329
m8_17,actmat,MNIST,8,0.9313735326577707,0.4825,0.04022501126539
m8_17,actmat,RESISC45,8,0.9494698475811796,0.6022222222222222,0.1223180536586628
m8_17,actmat,RenderedSST2,8,0.9728340675477241,0.585941790225151,0.0474675246749381
m4_08,actmat,CIFAR100,4,0.948977298269274,0.642,0.035623166600503
m4_08,actmat,Flowers102,4,0.8749096167751267,0.6631972678484307,0.1111628005722216
m4_08,actmat,PCAM,4,0.8924943664413243,0.606201171875,0.0290486576400731
m4_08,actmat,RenderedSST2,4,0.9809104258443465,0.585941790225151,0.0113549902097792
m8_16,actmat,CIFAR100,8,0.8486176668914363,0.642,0.1285109671500324
m8_16,actmat,Cars,8,0.9002360346184107,0.5964432284541724,0.0723470922641486
m8_16,actmat,Flowers102,8,0.8241142443962401,0.6631972678484307,0.227898061454197
m8_16,actmat,GTSRB,8,0.9255055551115019,0.32557403008709423,0.0584668664012305
m8_16,actmat,MNIST,8,0.9963880806661984,0.4825,0.0255518424752563
m8_16,actmat,RESISC45,8,0.9604042412193505,0.6022222222222222,0.1031099690491415
m8_16,actmat,RenderedSST2,8,0.9676945668135096,0.585941790225151,0.0381698254370127
m8_16,actmat,STL10,8,0.9961715160796324,0.97125,0.1906812164649103
m8_21,actmat,CIFAR100,8,0.8235558552483704,0.642,0.1460531273755358
m8_21,actmat,Cars,8,0.930763178599528,0.5964432284541724,0.0799776917431887
m8_21,actmat,DTD,8,0.9031165311653117,0.4441489361702128,0.148569101356608
m8_21,actmat,EuroSAT,8,0.9152288072018004,0.45444444444444443,0.0884623942789638
m8_21,actmat,GTSRB,8,0.9253456957877069,0.32557403008709423,0.0667069708472248
m8_21,actmat,KMNIST,8,0.8855721393034826,0.0977,0.057382431075559
m8_21,actmat,MNIST,8,0.9875589445169057,0.4825,0.0349536270404239
m8_21,actmat,OxfordIIITPet,8,0.9857227840571089,0.8743526846552194,0.2270396983138417
m8_12,actmat,CIFAR100,8,0.7969206563272645,0.642,0.1401743738418821
m8_12,actmat,Cars,8,0.8692368214004721,0.5964432284541724,0.0770510618102739
m8_12,actmat,EMNIST,8,0.9989477112720166,0.171975,0.0199512539164801
m8_12,actmat,EuroSAT,8,0.9171042760690172,0.45444444444444443,0.0864407467549255
m8_12,actmat,FashionMNIST,8,0.9360452925141539,0.6302,0.0952355446633872
m8_12,actmat,Flowers102,8,0.7870571221981201,0.6631972678484307,0.2494397099055787
m8_12,actmat,PCAM,8,0.9095857167620038,0.606201171875,0.0862928744882818
m8_12,actmat,STL10,8,0.9938744257274119,0.97125,0.2069314820900823
m8_19,actmat,Cars,8,0.8715971675845792,0.5964432284541724,0.0759951114762017
m8_19,actmat,DTD,8,0.8963414634146342,0.4441489361702128,0.143256393854413
m8_19,actmat,EuroSAT,8,0.9028507126781695,0.45444444444444443,0.0947443574063434
m8_19,actmat,Food101,8,0.9147521969933533,0.8272079207920792,0.204557132512827
m8_19,actmat,GTSRB,8,0.9291023898968908,0.32557403008709423,0.0566332864087046
m8_19,actmat,KMNIST,8,0.9829424307036247,0.0977,0.0441374791692346
m8_19,actmat,RESISC45,8,0.9135188866799205,0.6022222222222222,0.1275881487104567
m8_19,actmat,STL10,8,0.9900459418070444,0.97125,0.1958134449269951
m12_25,actmat,CIFAR10,12,0.9503162619873495,0.8983,0.2194331706479866
m12_25,actmat,CIFAR100,12,0.7983816587997303,0.642,0.2230618289101919
m12_25,actmat,Cars,12,0.8343036978756884,0.5964432284541724,0.1151074727329687
m12_25,actmat,DTD,12,0.8414634146341463,0.4441489361702128,0.206427320204518
m12_25,actmat,EMNIST,12,0.9986721118432592,0.171975,0.0339289708415933
m12_25,actmat,EuroSAT,12,0.9013503375843961,0.45444444444444443,0.1244478041783287
m12_25,actmat,FER2013,12,0.8905950095969288,0.492059069378657,0.1626373523235901
m12_25,actmat,FashionMNIST,12,0.9215768504927658,0.6302,0.1452419590334003
m12_25,actmat,Flowers102,12,0.7678958785249458,0.6631972678484307,0.3346131038121611
m12_25,actmat,GTSRB,12,0.8626009111981456,0.32557403008709423,0.0938546398018922
m12_25,actmat,OxfordIIITPet,12,0.9663890541344439,0.8743526846552194,0.3036363605777468
m12_25,actmat,RenderedSST2,12,0.9632892804698971,0.585941790225151,0.0654238156789221
m8_23,actmat,CIFAR100,8,0.8368172623061362,0.642,0.153358762016156
m8_23,actmat,Cars,8,0.9224232887490166,0.5964432284541724,0.0841557971642582
m8_23,actmat,DTD,8,0.8624661246612466,0.4441489361702128,0.1540665923932109
m8_23,actmat,EuroSAT,8,0.8934733683420856,0.45444444444444443,0.0938008671257425
m8_23,actmat,MNIST,8,0.9968897361292265,0.4825,0.0358861275395012
m8_23,actmat,OxfordIIITPet,8,0.9878048780487805,0.8743526846552194,0.2287003339513893
m8_23,actmat,SUN397,8,0.923561331814832,0.6318891687657431,0.1746876244947482
m8_23,actmat,SVHN,8,0.9411625522517549,0.3160725261216964,0.0395739231335052
m8_22,actmat,CIFAR10,8,0.9674556213017752,0.8983,0.1593982034337685
m8_22,actmat,CIFAR100,8,0.8431108114182961,0.642,0.1573433176239662
m8_22,actmat,Cars,8,0.8391817466561763,0.5964432284541724,0.0796705546739381
m8_22,actmat,DTD,8,0.8949864498644987,0.4441489361702128,0.1416392758221988
m8_22,actmat,FashionMNIST,8,0.966345145732858,0.6302,0.0889992620808244
m8_22,actmat,GTSRB,8,0.9243865398449366,0.32557403008709423,0.0585632692877301
m8_22,actmat,STL10,8,0.9954058192955589,0.97125,0.2047889156335035
m8_22,actmat,SUN397,8,0.9316004555503449,0.6318891687657431,0.1600157679418643
m12_24,actmat,CIFAR10,12,0.9582738216690472,0.8983,0.2104643119650769
m12_24,actmat,CIFAR100,12,0.8019779725781074,0.642,0.2240649172258885
m12_24,actmat,DTD,12,0.8245257452574526,0.4441489361702128,0.2134373553365694
m12_24,actmat,EuroSAT,12,0.8870967741935484,0.45444444444444443,0.1422037780528134
m12_24,actmat,FER2013,12,0.8698656429942417,0.492059069378657,0.1613759857255995
m12_24,actmat,FashionMNIST,12,0.9362549800796813,0.6302,0.1457454529379919
m12_24,actmat,Flowers102,12,0.7789226319595083,0.6631972678484307,0.3388429811048993
m12_24,actmat,GTSRB,12,0.8541283670370075,0.32557403008709423,0.0958396201523163
m12_24,actmat,KMNIST,12,0.8085084780180729,0.0977,0.0867541137795764
m12_24,actmat,MNIST,12,0.9831443764422594,0.4825,0.0504661585107221
m12_24,actmat,RESISC45,12,0.8543737574552684,0.6022222222222222,0.1864365771606773
m12_24,actmat,SUN397,12,0.9022576539157232,0.6318891687657431,0.2357157644939323
m8_15,actmat,Cars,8,0.9334382376081826,0.5964432284541724,0.0751651493967585
m8_15,actmat,DTD,8,0.8976964769647696,0.4441489361702128,0.1402911705286593
m8_15,actmat,EuroSAT,8,0.9264816204051013,0.45444444444444443,0.0808937613101546
m8_15,actmat,FashionMNIST,8,0.9746278045711889,0.6302,0.0788567082764206
m8_15,actmat,Food101,8,0.9285363786412097,0.8272079207920792,0.2004355056159618
m8_15,actmat,GTSRB,8,0.9543601630565104,0.32557403008709423,0.053367999528654
m8_15,actmat,OxfordIIITPet,8,0.9940511600237955,0.8743526846552194,0.2026953891970264
m8_15,actmat,SUN397,8,0.9389026596101023,0.6318891687657431,0.1540242400687184
m12_26,actmat,CIFAR100,12,0.7424140256237356,0.642,0.2387451418574147
m12_26,actmat,Cars,12,0.8774193548387097,0.5964432284541724,0.1342475644263965
m12_26,actmat,DTD,12,0.8462059620596206,0.4441489361702128,0.2509463447117454
m12_26,actmat,EMNIST,12,0.9868213364066846,0.171975,0.0496686670496941
m12_26,actmat,EuroSAT,12,0.8668417104276069,0.45444444444444443,0.1450136451481534
m12_26,actmat,FashionMNIST,12,0.9291256028517509,0.6302,0.1673093282490184
m12_26,actmat,Food101,12,0.8452513717268144,0.8272079207920792,0.3509043959647371
m12_26,actmat,KMNIST,12,0.652756625038075,0.0977,0.1075125323528009
m12_26,actmat,MNIST,12,0.9408046553626969,0.4825,0.0714484354250156
m12_26,actmat,PCAM,12,0.9388802218755417,0.606201171875,0.1442749807174059
m12_26,actmat,RenderedSST2,12,0.9632892804698971,0.585941790225151,0.080159995654357
m12_26,actmat,SVHN,12,0.8714015300891238,0.3160725261216964,0.0689610332576296
m8_18,actmat,FER2013,8,0.9420345489443377,0.492059069378657,0.088618483358716
m8_18,actmat,FashionMNIST,8,0.9758859299643531,0.6302,0.0766396766327406
m8_18,actmat,Flowers102,8,0.8277295733911786,0.6631972678484307,0.2067682836653364
m8_18,actmat,GTSRB,8,0.9382943010151068,0.32557403008709423,0.0469249557082126
m8_18,actmat,OxfordIIITPet,8,0.9779892920880429,0.8743526846552194,0.1994970611847509
m8_18,actmat,PCAM,8,0.9276477725775698,0.606201171875,0.0718695737518915
m8_18,actmat,STL10,8,0.9892802450229708,0.97125,0.1784909276124812
m8_18,actmat,SUN397,8,0.9386346888189186,0.6318891687657431,0.1247004821063542
m8_13,actmat,DTD,8,0.8861788617886178,0.4441489361702128,0.1324151947334794
m8_13,actmat,EuroSAT,8,0.9654913728432108,0.45444444444444443,0.0808154764950282
m8_13,actmat,Flowers102,8,0.8456254519161244,0.6631972678484307,0.2111580653375526
m8_13,actmat,Food101,8,0.9112280858277201,0.8272079207920792,0.1822920350357189
m8_13,actmat,PCAM,8,0.8741202981452592,0.606201171875,0.0777615920595325
m8_13,actmat,RESISC45,8,0.8954605699138501,0.6022222222222222,0.1172049714847843
m8_13,actmat,STL10,8,0.996809596733027,0.97125,0.1625281239599355
m8_13,actmat,SUN397,8,0.9380317545387553,0.6318891687657431,0.1365104012431546
m12_34,actmat,CIFAR10,12,0.9611303815547848,0.8983,0.2156781281989265
m12_34,actmat,CIFAR100,12,0.8093953697460102,0.642,0.2181034427029287
m12_34,actmat,Cars,12,0.7727773406766325,0.5964432284541724,0.1169540695028151
m12_34,actmat,DTD,12,0.8489159891598916,0.4441489361702128,0.2085753412541638
m12_34,actmat,EMNIST,12,0.9921829980206951,0.171975,0.040789795559232
m12_34,actmat,EuroSAT,12,0.9208552138034508,0.45444444444444443,0.137201605052808
m12_34,actmat,Flowers102,12,0.7742227042660883,0.6631972678484307,0.3352071671091182
m12_34,actmat,KMNIST,12,0.6467661691542289,0.0977,0.0911396482633113
m12_34,actmat,MNIST,12,0.9041838065616534,0.4825,0.0563308067173249
m12_34,actmat,OxfordIIITPet,12,0.9619274241522904,0.8743526846552194,0.308932324419923
m12_34,actmat,RESISC45,12,0.8845261762756792,0.6022222222222222,0.1830784493740976
m12_34,actmat,STL10,12,0.9840479836651352,0.97125,0.2817135850178979
m12_31,actmat,CIFAR10,12,0.9274637829014487,0.8983,0.2118082001027509
m12_31,actmat,EuroSAT,12,0.7685671417854463,0.45444444444444443,0.1476969276788715
m12_31,actmat,FER2013,12,0.8641074856046065,0.492059069378657,0.1676660154648366
m12_31,actmat,FashionMNIST,12,0.9419165443489201,0.6302,0.1504376310853772
m12_31,actmat,Food101,12,0.7773564705357541,0.8272079207920792,0.313969305409736
m12_31,actmat,GTSRB,12,0.8299096794820559,0.32557403008709423,0.1011499965392923
m12_31,actmat,KMNIST,12,0.8133820692456087,0.0977,0.0908182888971677
m12_31,actmat,MNIST,12,0.9854519915721881,0.4825,0.0580734890434763
m12_31,actmat,PCAM,12,0.9147512567169354,0.606201171875,0.1309962703339226
m12_31,actmat,RESISC45,12,0.8001988071570577,0.6022222222222222,0.1909312485549931
m12_31,actmat,STL10,12,0.9743491577335375,0.97125,0.2863779407402315
m12_31,actmat,SVHN,12,0.9122959223913558,0.3160725261216964,0.0616613418198605
m8_14,actmat,Cars,8,0.8734854445318647,0.5964432284541724,0.0867470206984549
m8_14,actmat,FER2013,8,0.9205374280230325,0.492059069378657,0.1138769834207838
m8_14,actmat,Food101,8,0.8865593076682875,0.8272079207920792,0.2244539635231126
m8_14,actmat,MNIST,8,0.9962877495735928,0.4825,0.0370558517013076
m8_14,actmat,PCAM,8,0.9543768417403363,0.606201171875,0.0892739260143796
m8_14,actmat,STL10,8,0.9909392547217968,0.97125,0.2111196588318178
m8_14,actmat,SUN397,8,0.9333422656930395,0.6318891687657431,0.1690982551797673
m8_14,actmat,SVHN,8,0.952243867812919,0.3160725261216964,0.0387272305955247
m12_35,actmat,CIFAR10,12,0.9623546215058152,0.8983,0.2195990111981944
m12_35,actmat,CIFAR100,12,0.8243425488873904,0.642,0.2261927765270497
m12_35,actmat,Cars,12,0.8059795436664045,0.5964432284541724,0.1187490086379509
m12_35,actmat,DTD,12,0.8685636856368564,0.4441489361702128,0.2137638216316625
m12_35,actmat,FER2013,12,0.8856046065259117,0.492059069378657,0.1672144861869838
m12_35,actmat,FashionMNIST,12,0.9461102956594674,0.6302,0.1504715486561682
m12_35,actmat,Flowers102,12,0.767172812725958,0.6631972678484307,0.3461026946845206
m12_35,actmat,Food101,12,0.876566891198644,0.8272079207920792,0.3061660533902328
m12_35,actmat,KMNIST,12,0.8098284089755304,0.0977,0.0903034372828239
m12_35,actmat,MNIST,12,0.9870572890538778,0.4825,0.0579797704523351
m12_35,actmat,STL10,12,0.9857069933639612,0.97125,0.2797327291128549
m12_35,actmat,SVHN,12,0.8976654310276837,0.3160725261216964,0.0592166599596589
m12_27,actmat,CIFAR10,12,0.9493980820240767,0.8983,0.2195884978390875
m12_27,actmat,CIFAR100,12,0.7701730726005844,0.642,0.2290622420836667
m12_27,actmat,Cars,12,0.7603461841070025,0.5964432284541724,0.1192284376791023
m12_27,actmat,EMNIST,12,0.998421566908025,0.171975,0.0339205539358592
m12_27,actmat,EuroSAT,12,0.8953488372093024,0.45444444444444443,0.1267809115379285
m12_27,actmat,FER2013,12,0.8760076775431861,0.492059069378657,0.1624107546663199
m12_27,actmat,FashionMNIST,12,0.900398406374502,0.6302,0.1461479888936545
m12_27,actmat,Flowers102,12,0.7628344179320319,0.6631972678484307,0.335861142154669
m12_27,actmat,Food101,12,0.8618013115046617,0.8272079207920792,0.3006040441934621
m12_27,actmat,GTSRB,12,0.826632563344257,0.32557403008709423,0.0946184597409783
m12_27,actmat,STL10,12,0.9849412965798876,0.97125,0.2768528536940245
m12_27,actmat,SUN397,12,0.900113887586253,0.6318891687657431,0.2334833259503297
m12_30,actmat,CIFAR10,12,0.9314425627422975,0.8983,0.2381517368097841
m12_30,actmat,CIFAR100,12,0.7297145425938413,0.642,0.2551094882621789
m12_30,actmat,DTD,12,0.8462059620596206,0.4441489361702128,0.2459320146418797
m12_30,actmat,EMNIST,12,0.9897276576554005,0.171975,0.0516397987320195
m12_30,actmat,FER2013,12,0.8310940499040307,0.492059069378657,0.1909481139843834
m12_30,actmat,Food101,12,0.8411919525360217,0.8272079207920792,0.3520336622669922
m12_30,actmat,GTSRB,12,0.8331867956198545,0.32557403008709423,0.1199710848838456
m12_30,actmat,KMNIST,12,0.6266626053406437,0.0977,0.1105843755320386
m12_30,actmat,MNIST,12,0.9275609511387579,0.4825,0.0753675858062259
m12_30,actmat,RenderedSST2,12,0.9441997063142438,0.585941790225151,0.0843361127913236
m12_30,actmat,SUN397,12,0.9056742815033161,0.6318891687657431,0.2751960111212367
m12_30,actmat,SVHN,12,0.893564161211452,0.3160725261216964,0.0738664058001558
m12_33,actmat,CIFAR10,12,0.9477657620893696,0.8983,0.2088805635772715
m12_33,actmat,CIFAR100,12,0.7756799280737244,0.642,0.2175685198581354
m12_33,actmat,DTD,12,0.8265582655826559,0.4441489361702128,0.2016919250357769
m12_33,actmat,EMNIST,12,0.9988725477914465,0.171975,0.0323761518399117
m12_33,actmat,FER2013,12,0.8671785028790786,0.492059069378657,0.1553361795465023
m12_33,actmat,FashionMNIST,12,0.9098343468232334,0.6302,0.140868908907888
m12_33,actmat,Flowers102,12,0.7639190166305134,0.6631972678484307,0.3207468960770136
m12_33,actmat,GTSRB,12,0.8392614499240668,0.32557403008709423,0.089933891929195
m12_33,actmat,OxfordIIITPet,12,0.9562760261748959,0.8743526846552194,0.2988211744079602
m12_33,actmat,RESISC45,12,0.8836978131212724,0.6022222222222222,0.1643446090389376
m12_33,actmat,STL10,12,0.9849412965798876,0.97125,0.2667018318421815
m12_33,actmat,SUN397,12,0.8932806324110671,0.6318891687657431,0.224784747809698
m12_32,actmat,CIFAR100,12,0.7217352213980669,0.642,0.2154314360868276
m12_32,actmat,Cars,12,0.842486231313926,0.5964432284541724,0.1184180106520052
m12_32,actmat,EMNIST,12,0.9975697141282289,0.171975,0.0377887877715902
m12_32,actmat,EuroSAT,12,0.8908477119279821,0.45444444444444443,0.1268352712759006
m12_32,actmat,FashionMNIST,12,0.9147620046131265,0.6302,0.1450798118800527
m12_32,actmat,Flowers102,12,0.7707881417208966,0.6631972678484307,0.338509905513266
m12_32,actmat,GTSRB,12,0.8574054831748062,0.32557403008709423,0.0936560623528367
m12_32,actmat,KMNIST,12,0.7089044573053103,0.0977,0.0898228735557029
m12_32,actmat,OxfordIIITPet,12,0.9669839381320643,0.8743526846552194,0.3084025998928268
m12_32,actmat,PCAM,12,0.9179753856820939,0.606201171875,0.1238362403793462
m12_32,actmat,STL10,12,0.9832822868810618,0.97125,0.285842403031802
m12_32,actmat,SUN397,12,0.89669725999866,0.6318891687657431,0.2343563663089131
m12_28,actmat,CIFAR10,12,0.931238522750459,0.8983,0.2091943610310372
m12_28,actmat,Cars,12,0.7963808025177026,0.5964432284541724,0.1220859384603626
m12_28,actmat,EMNIST,12,0.9980457495051738,0.171975,0.0397940730269976
m12_28,actmat,FER2013,12,0.8664107485604606,0.492059069378657,0.1660791236863269
m12_28,actmat,Flowers102,12,0.7883224873463485,0.6631972678484307,0.3339368914746796
m12_28,actmat,Food101,12,0.8873622697060267,0.8272079207920792,0.305388119704047
m12_28,actmat,GTSRB,12,0.8350251778434978,0.32557403008709423,0.0970910744478868
m12_28,actmat,KMNIST,12,0.7169255762006295,0.0977,0.0935439574307729
m12_28,actmat,OxfordIIITPet,12,0.9646044021415824,0.8743526846552194,0.3116929017996651
m12_28,actmat,RESISC45,12,0.9012591119946985,0.6022222222222222,0.1729490017381456
m12_28,actmat,RenderedSST2,12,0.9720998531571219,0.585941790225151,0.0691030228259299
m12_28,actmat,SUN397,12,0.9050043545253568,0.6318891687657431,0.2444249560114218
m12_29,actmat,CIFAR100,12,0.7315126994830299,0.642,0.2187301511410726
m12_29,actmat,Cars,12,0.8928402832415421,0.5964432284541724,0.1216757858403526
m12_29,actmat,DTD,12,0.8313008130081301,0.4441489361702128,0.2257557315709811
m12_29,actmat,EMNIST,12,0.9932853957357253,0.171975,0.0406657367621291
m12_29,actmat,EuroSAT,12,0.8897224306076519,0.45444444444444443,0.1304698584983804
m12_29,actmat,FashionMNIST,12,0.9206332564478926,0.6302,0.1465121666274678
m12_29,actmat,Flowers102,12,0.7501807664497471,0.6631972678484307,0.3551955133414312
m12_29,actmat,Food101,12,0.8496676629343801,0.8272079207920792,0.3158086282248112
m12_29,actmat,GTSRB,12,0.845016385580689,0.32557403008709423,0.1004114118974725
m12_29,actmat,MNIST,12,0.9160228754891141,0.4825,0.0580254261050566
m12_29,actmat,PCAM,12,0.9335413416536662,0.606201171875,0.1291264621124979
m12_29,actmat,SUN397,12,0.8985730555369463,0.6318891687657431,0.2464754222720534
