task,zs_acc,zs_over_expert,tv_norm,tv_cos,expert_acc,cov_align_hat,relres_actmat_hat,relres_mean_hat,relres_regmean_hat,cov_align_real,relres_actmat_real,relres_mean_real,relres_regmean_real,retained_ace,merged_ace,retained_actmat,merged_actmat,retained_actmat_gd,merged_actmat_gd,retained_isoc,merged_isoc,retained_mean,merged_mean,retained_regmean,merged_regmean,retained_sum04,merged_sum04,retained_ties,merged_ties,retained_tsv,merged_tsv,retained_wudi,merged_wudi
GTSRB,0.4334125098970705,0.4377799104286628,1.9373759645321436,0.02662544914415149,0.9900237529691212,0.25492798346938966,0.18223382192138154,0.8341561478789244,0.8002533766542735,0.4596869319109573,4.927045182037911,0.8958763208016616,0.3107013678605277,0.8111004478566859,0.8030087094220111,0.7875879718490083,0.7797307996832937,0.810700575815739,0.8026128266033254,0.8392514395393474,0.8308788598574822,0.5175143953934741,0.5123515439429929,0.7256877799104287,0.7184481393507521,0.2422424824056302,0.2398258115597783,0.557341650671785,0.5517814726840855,0.8518074216250799,0.8433095803642122,0.5335892514395394,0.5282660332541568
KMNIST,0.1018,0.10305729904839037,2.3891993023791445,0.0296397331891643,0.9878,0.23797964727525103,0.18153057090657834,0.8453659785656071,0.5887206655591676,0.43298107730694474,2.2209825876523435,0.8894289659415517,0.21511315393275884,0.44958493622190726,0.4441,0.4594047378011743,0.4538,0.43794290342174524,0.4326,0.5083012755618546,0.5021,0.10741040696497267,0.1061,0.37092528851994333,0.3664,0.188600931362624,0.1863,0.22595667139096984,0.2232,0.5227778902611865,0.5164,0.3534116217857866,0.3491
MNIST,0.518,0.519298245614035,2.141353689374662,0.04125054818634816,0.9975,0.24247971759654297,0.09057338579622921,0.8028389822417199,0.46674487624951855,0.39152222713938917,2.8314623243711052,0.8623301757668387,0.20975255689823785,0.9679197994987468,0.9655,0.9684210526315788,0.966,0.9672180451127819,0.9648,0.9793483709273182,0.9769,0.8630576441102756,0.8609,0.9530827067669172,0.9507,0.7025563909774436,0.7008,0.9444611528822056,0.9421,0.9776441102756891,0.9752,0.9654135338345864,0.963
OxfordIIITPet,0.8904333605887162,0.940685286495825,1.8304394621750786,0.020739132132865146,0.9465794494412646,0.2753122553708609,0.4868916918486919,0.8193059852335257,1.041420051971657,0.5158459664722741,5.022801052834428,0.9248076225914948,0.5392798418138982,0.973797869277282,0.9217770509675661,0.9637201266916211,0.9122376669392205,0.9671753527209905,0.9155083128917961,0.9594010941549094,0.908149359498501,0.9501871580765909,0.8994276369582993,0.9919378059314714,0.9389479422185881,0.26317304923697094,0.24911420005451076,0.9268643823783473,0.8773507767784138,0.9812841923409157,0.92886345053148,0.8473941837028506,0.8021259198691741
PCAM,0.5401611328125,0.6073708050236771,2.09079677028667,0.012568374631186407,0.88934326171875,0.2016820578665026,0.19676290351695505,0.9313396881841463,0.6086175669215081,0.3884908762264844,1.8308767261232795,0.9180942648280432,0.19323694442159534,0.9623224212476837,0.8558349609375,0.9611557202662824,0.85479736328125,0.9391256605586439,0.835205078125,0.89952645666049,0.79998779296875,0.6785738796239105,0.603485107421875,0.9690481092581155,0.86181640625,0.6018118179946469,0.53521728515625,0.6767208839475671,0.601837158203125,0.907384530917576,0.806976318359375,0.8991146798435248,0.79962158203125
RESISC45,0.6634920634920635,0.6843483955468238,2.380019587459473,0.02237077088627575,0.9695238095238096,0.2652151529413065,0.3008263306487896,0.8199130404664544,0.8185188310723052,0.4945235263858513,2.403020974171204,0.8992291719559162,0.3979584109583868,0.8904715127701375,0.8633333333333333,0.879502292075966,0.8526984126984127,0.8703339882121807,0.8438095238095238,0.8719711853307137,0.8453968253968254,0.7241322855271775,0.7020634920634921,0.8421741977734118,0.8165079365079365,0.12770137524557956,0.12380952380952381,0.6537328094302554,0.6338095238095238,0.8428290766208252,0.8171428571428572,0.6881139489194499,0.6671428571428571
RenderedSST2,0.6051619989017024,0.7711686494051785,2.3983750222577105,0.008454046090555872,0.7847336628226249,0.14425847928852595,0.088600147027152,0.8962729994435703,0.863838669623056,0.32845261791409186,11.205758334319528,0.9257082182692085,0.30442544621084816,0.9811056682995102,0.7699066447007139,0.9524142757172849,0.7473915431081823,0.980405878236529,0.7693574958813838,0.9293212036389084,0.729269632070291,0.7802659202239328,0.6123009335529929,0.8306508047585724,0.6518396485447556,0.8166550034989504,0.6408566721581549,0.7564730580825753,0.5936298736957716,0.9461161651504549,0.742449203734212,0.9692092372288315,0.7605711147721033
STL10,0.9825,0.9951886553557864,1.8761541782913005,0.02850861484190436,0.98725,0.3045079548481024,0.5023660913730913,0.7892137994195247,1.057033341168075,0.551909998795889,6.971410585279109,0.9061840961799297,0.7232772209116095,0.9899974677133452,0.977375,0.9826538364142822,0.970125,0.9889845530514054,0.976375,0.9810078500886301,0.9685,0.994302355026589,0.981625,0.996454798683211,0.98375,0.6573816155988859,0.649,0.9575841985312737,0.945375,0.9889845530514054,0.976375,0.9540389972144847,0.941875
SUN397,0.6548110831234257,0.8310210344607123,2.751829749672538,0.01724450820034586,0.7879596977329975,0.27696451454897203,0.34895115387630277,0.7869077919973388,0.9228149109521017,0.5443725746250249,3.6080898854773844,0.9007685331221172,0.6660170550838609,0.9177801930822838,0.7231738035264483,0.8935490058180423,0.704080604534005,0.9021162329774312,0.710831234256927,0.8698932293331629,0.6854408060453401,0.8521833642350234,0.6714861460957179,0.8714915926091682,0.6867002518891687,0.1544018924621188,0.1216624685138539,0.807748865162074,0.6364735516372796,0.8723866760437312,0.6874055415617129,0.5908190013426251,0.46554156171284633
SVHN,0.5198217578365089,0.5313960337718436,2.4740399252671224,0.033204824054149,0.9782191149354641,0.23735169479106036,0.08981597640732032,0.8339728298523893,0.4982372551657423,0.4495220921963605,2.6057522645180833,0.8740035855465552,0.2537725478019566,0.8990378951502062,0.8794560540872772,0.888749263695268,0.8693915181315304,0.9033968191635577,0.883720036877689,0.8730414294129197,0.8540258143822987,0.6459454152758688,0.6318761524277812,0.8640094247005694,0.8451905347264905,0.41280188494011383,0.40381069452980944,0.7681130964068329,0.7513829133374309,0.8896131945807971,0.8702366318377381,0.8208128804241115,0.8029348494161033
